Id,Label,timeset,clustering,triangles,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,eigencentrality
0,,,0.972771,330645,825,18145,2,0.992832,0.99639,21.926982,0.035499,0.035499,8,0.001377,0,0.997963
1,,,0.972154,330435,825,26623,2,0.992832,0.99639,20.070224,0.035488,0.035488,3,0.001922,0,0.997652
2,,,0.98773,314101,798,8668,2,0.961806,0.980144,6.081154,0.034595,0.034595,6,0.000756,0,0.972531
3,,,0.983152,324517,813,11655,2,0.978799,0.98917,9.136372,0.035167,0.035167,8,0.000949,0,0.988623
4,,,0.974446,325614,818,17015,2,0.984597,0.992178,21.961516,0.035227,0.035227,4,0.001283,0,0.990307
5,,,0.96965,331185,827,30417,2,0.99521,0.997593,26.281997,0.035529,0.035529,4,0.002164,0,0.998796
6,,,0.991132,303438,783,3965,2,0.945392,0.971119,4.52394,0.034007,0.034007,6,0.000447,0,0.955993
7,,,0.971138,330891,826,22782,2,0.994019,0.996992,23.915503,0.035513,0.035513,2,0.001672,0,0.998343
8,,,0.989421,303689,784,3784,2,0.946469,0.971721,6.577457,0.034023,0.034023,8,0.000432,0,0.956451
9,,,0.976208,323813,815,9122,2,0.98111,0.990373,20.932633,0.035129,0.035129,2,0.000782,0,0.98756
10,,,0.972951,330706,825,24217,2,0.992832,0.99639,18.717104,0.035503,0.035503,3,0.001762,0,0.998063
11,,,0.966967,331869,829,28835,2,0.997599,0.998797,29.216735,0.035566,0.035566,4,0.002065,0,0.999837
12,,,0.971352,329362,824,11541,2,0.991647,0.995788,45.970584,0.03543,0.03543,6,0.000954,0,0.996011
13,,,0.974823,330539,824,28630,2,0.991647,0.995788,15.631984,0.035493,0.035493,4,0.002042,0,0.997799
14,,,0.977783,327529,819,15904,2,0.985765,0.99278,13.865238,0.035331,0.035331,8,0.00123,0,0.993225
15,,,0.974681,330491,824,22224,2,0.991647,0.995788,15.945445,0.035491,0.035491,8,0.00164,0,0.997733
16,,,0.982,327336,817,12001,2,0.983432,0.991576,9.335062,0.03532,0.03532,2,0.000975,0,0.992913
17,,,0.974661,329682,823,17117,2,0.990465,0.995187,16.179189,0.035447,0.035447,8,0.001311,0,0.996501
18,,,0.978652,329424,821,19527,2,0.988109,0.993983,11.815383,0.035433,0.035433,6,0.001461,0,0.996101
19,,,0.982272,325025,814,15872,2,0.979953,0.989771,9.603426,0.035194,0.035194,6,0.001222,0,0.98939
20,,,0.968114,331461,828,33985,2,0.996403,0.998195,33.952236,0.035544,0.035544,4,0.002402,0,0.999213
21,,,0.98339,325395,814,11413,2,0.979953,0.989771,8.307912,0.035215,0.035215,8,0.000939,0,0.989956
22,,,0.983852,312868,798,6249,2,0.961806,0.980144,8.948299,0.03453,0.03453,2,0.000597,0,0.970712
23,,,0.998518,66696,366,475,2,0.641204,0.720217,0.14755,0.015985,0.015985,2,0.000212,0,0.449389
24,,,0.968266,331513,828,37879,2,0.996403,0.998195,27.850351,0.035546,0.035546,4,0.002632,0,0.999292
25,,,0.970081,331332,827,37735,2,0.99521,0.997593,24.814248,0.035537,0.035537,4,0.002631,0,0.999014
26,,,0.980033,325082,815,8399,2,0.98111,0.990373,13.158127,0.035198,0.035198,6,0.000739,0,0.989489
27,,,0.990823,314295,797,3633,2,0.960694,0.979543,4.117906,0.034609,0.034609,8,0.000428,0,0.972932
28,,,0.969856,329654,825,17357,2,0.992832,0.99639,26.574448,0.035446,0.035446,6,0.001317,0,0.996464
29,,,0.977778,328328,820,16494,2,0.986936,0.993381,13.499867,0.035374,0.035374,8,0.001266,0,0.994433
30,,,0.976852,329620,822,23021,2,0.989286,0.994585,13.875422,0.035444,0.035444,8,0.00169,0,0.996405
31,,,0.976126,325378,817,12800,2,0.983432,0.991576,15.459748,0.035214,0.035214,8,0.001024,0,0.989943
32,,,0.99117,290408,766,2906,2,0.927455,0.96089,3.853655,0.033274,0.033274,8,0.000375,0,0.935394
33,,,0.96482,331932,830,28107,2,0.998798,0.999398,41.690315,0.035569,0.035569,4,0.002014,0,0.999934
34,,,0.966967,331869,829,37716,2,0.997599,0.998797,29.216735,0.035566,0.035566,4,0.002614,0,0.999837
35,,,0.96897,331754,828,42165,2,0.996403,0.998195,22.928373,0.03556,0.03556,4,0.002913,0,0.999661
36,,,0.978114,328441,820,13825,2,0.986936,0.993381,12.878868,0.03538,0.03538,8,0.001097,0,0.994611
37,,,0.980752,324522,814,10094,2,0.979953,0.989771,11.143775,0.035167,0.035167,8,0.000854,0,0.988625
38,,,0.978735,323059,813,10537,2,0.978799,0.98917,14.664993,0.035088,0.035088,8,0.000877,0,0.9864
39,,,0.980159,321938,811,9039,2,0.976498,0.987966,12.246168,0.035027,0.035027,8,0.000783,0,0.984675
40,,,0.973366,330847,825,21103,2,0.992832,0.99639,17.300067,0.03551,0.03551,2,0.001562,0,0.998277
41,,,0.969718,331208,827,37346,2,0.99521,0.997593,25.556356,0.03553,0.03553,4,0.002602,0,0.998828
42,,,0.976529,329511,822,14900,2,0.989286,0.994585,15.170138,0.035438,0.035438,6,0.001168,0,0.996238
43,,,0.986481,319235,805,5446,2,0.969662,0.984356,6.510633,0.03488,0.03488,8,0.000547,0,0.980537
44,,,0.979791,327400,818,13606,2,0.984597,0.992178,11.655261,0.035323,0.035323,8,0.001087,0,0.993013
45,,,0.972095,331217,826,22869,2,0.994019,0.996992,18.54866,0.03553,0.03553,8,0.001687,0,0.998838
46,,,0.974395,330394,824,23909,2,0.991647,0.995788,17.07404,0.035486,0.035486,10,0.001739,0,0.997581
47,,,0.96897,331754,828,31656,2,0.996403,0.998195,22.928373,0.03556,0.03556,4,0.002238,0,0.999661
48,,,0.96824,331504,828,36398,2,0.996403,0.998195,27.907276,0.035546,0.035546,4,0.002546,0,0.99928
49,,,0.974442,330410,824,28082,2,0.991647,0.995788,16.391912,0.035487,0.035487,7,0.002018,0,0.99761
50,,,0.96897,331754,828,36925,2,0.996403,0.998195,22.928373,0.03556,0.03556,4,0.00257,0,0.999661
51,,,0.979641,327350,818,8866,2,0.984597,0.992178,11.746689,0.035321,0.035321,8,0.000772,0,0.992946
52,,,0.974672,326487,819,12721,2,0.985765,0.99278,16.143383,0.035274,0.035274,6,0.001021,0,0.991625
53,,,0.975749,330050,823,18612,2,0.990465,0.995187,15.069056,0.035467,0.035467,6,0.00141,0,0.997062
54,,,0.978188,329268,821,19970,2,0.988109,0.993983,12.527544,0.035425,0.035425,10,0.001491,0,0.995864
55,,,0.987571,310125,793,4216,2,0.956272,0.977136,7.587197,0.034379,0.034379,8,0.000461,0,0.966477
56,,,0.972342,330499,825,27700,2,0.992832,0.99639,19.534194,0.035491,0.035491,4,0.001987,0,0.997743
57,,,0.987683,313299,797,7570,2,0.960694,0.979543,6.476546,0.034551,0.034551,6,0.000684,0,0.971302
58,,,0.976243,330217,823,23128,2,0.990465,0.995187,14.034166,0.035476,0.035476,1,0.001695,0,0.997312
59,,,0.97344,330070,824,25382,2,0.991647,0.995788,18.784206,0.035468,0.035468,3,0.001842,0,0.997094
60,,,0.979948,328254,819,16308,2,0.985765,0.99278,10.780676,0.03537,0.03537,8,0.001251,0,0.994317
61,,,0.972368,330508,825,14716,2,0.992832,0.99639,19.319299,0.035492,0.035492,6,0.001156,0,0.997759
62,,,0.974837,330544,824,30667,2,0.991647,0.995788,15.587017,0.035494,0.035494,4,0.002169,0,0.997808
63,,,0.981265,327091,817,11422,2,0.983432,0.991576,10.286785,0.035306,0.035306,6,0.000939,0,0.992541
64,,,0.978773,327060,818,10870,2,0.984597,0.992178,12.419456,0.035305,0.035305,8,0.000906,0,0.992499
65,,,0.98492,322704,810,12308,2,0.975352,0.987365,7.955191,0.035068,0.035068,8,0.000993,0,0.985825
66,,,0.979948,328254,819,11220,2,0.985765,0.99278,10.780676,0.03537,0.03537,6,0.000927,0,0.994317
67,,,0.972095,331217,826,30234,2,0.994019,0.996992,18.54866,0.03553,0.03553,3,0.002154,0,0.998838
68,,,0.979022,327944,819,15527,2,0.985765,0.99278,12.148113,0.035353,0.035353,2,0.001201,0,0.993845
69,,,0.97849,328567,820,12559,2,0.986936,0.993381,12.406998,0.035387,0.035387,6,0.001015,0,0.994797
70,,,0.987853,305534,787,3694,2,0.949714,0.973526,6.086662,0.034126,0.034126,8,0.000428,0,0.959356
71,,,0.977084,328095,820,14890,2,0.986936,0.993381,40.13837,0.035361,0.035361,8,0.001171,0,0.994071
72,,,0.981486,323967,813,12054,2,0.978799,0.98917,10.353256,0.035136,0.035136,6,0.000976,0,0.987761
73,,,0.978772,328662,820,11945,2,0.986936,0.993381,11.921899,0.035392,0.035392,2,0.000971,0,0.994942
74,,,0.989166,299748,779,4444,2,0.94111,0.968712,6.686271,0.033804,0.033804,8,0.000476,0,0.950289
75,,,0.96897,331754,828,29696,2,0.996403,0.998195,22.928373,0.03556,0.03556,4,0.002118,0,0.999661
76,,,0.97506,329817,823,20649,2,0.990465,0.995187,15.892619,0.035455,0.035455,1,0.001542,0,0.996705
77,,,0.970388,331437,827,34561,2,0.99521,0.997593,21.288868,0.035542,0.035542,4,0.002432,0,0.999177
78,,,0.968114,331461,828,17664,2,0.996403,0.998195,33.952236,0.035544,0.035544,8,0.001357,0,0.999213
79,,,0.978866,329496,821,10541,2,0.988109,0.993983,11.442942,0.035437,0.035437,6,0.000884,0,0.99621
80,,,0.977083,329698,822,23763,2,0.989286,0.994585,13.716845,0.035448,0.035448,3,0.001732,0,0.996522
81,,,0.981781,327263,817,14886,2,0.983432,0.991576,9.337562,0.035316,0.035316,2,0.001159,0,0.992805
82,,,0.987557,314834,799,11549,2,0.96292,0.980746,6.475787,0.034638,0.034638,8,0.000939,0,0.973746
83,,,0.96897,331754,828,41663,2,0.996403,0.998195,22.928373,0.03556,0.03556,4,0.002878,0,0.999661
84,,,0.970291,329802,825,28446,2,0.992832,0.99639,26.205685,0.035454,0.035454,4,0.002033,0,0.996687
85,,,0.975917,330107,823,25582,2,0.990465,0.995187,14.683437,0.03547,0.03547,6,0.001851,0,0.997142
86,,,0.970809,329978,825,16730,2,0.992832,0.99639,21.205562,0.035463,0.035463,1,0.00128,0,0.996959
87,,,0.980739,327717,818,12590,2,0.984597,0.992178,10.249749,0.035341,0.035341,8,0.001011,0,0.9935
88,,,0.972027,330392,825,29147,2,0.992832,0.99639,24.004056,0.035486,0.035486,4,0.002081,0,0.997585
89,,,0.966967,331869,829,38235,2,0.997599,0.998797,29.216735,0.035566,0.035566,4,0.002662,0,0.999837
90,,,0.977826,329146,821,17151,2,0.988109,0.993983,12.936613,0.035418,0.035418,8,0.001312,0,0.995677
91,,,0.968266,331513,828,28495,2,0.996403,0.998195,27.850351,0.035546,0.035546,4,0.002034,0,0.999292
92,,,0.987683,313299,797,7570,2,0.960694,0.979543,6.476546,0.034551,0.034551,6,0.000684,0,0.971302
93,,,0.976231,330213,823,16459,2,0.990465,0.995187,14.068604,0.035476,0.035476,8,0.001272,0,0.997303
94,,,0.992563,275079,745,4319,2,0.906216,0.948255,3.438547,0.032387,0.032387,6,0.000465,0,0.910468
95,,,0.977615,329075,821,20152,2,0.988109,0.993983,14.268937,0.035414,0.035414,2,0.0015,0,0.995572
96,,,0.984592,324992,813,11708,2,0.978799,0.98917,7.58182,0.035193,0.035193,2,0.000952,0,0.989338
97,,,0.982998,320485,808,8239,2,0.973068,0.986161,19.829504,0.034948,0.034948,2,0.000725,0,0.982465
98,,,0.977539,329852,822,20863,2,0.989286,0.994585,12.761976,0.035456,0.035456,0,0.001552,0,0.996755
99,,,0.976116,330174,823,23946,2,0.990465,0.995187,14.328864,0.035474,0.035474,3,0.001751,0,0.997248
100,,,0.979008,328741,820,11773,2,0.986936,0.993381,11.639101,0.035396,0.035396,6,0.000961,0,0.995062
101,,,0.96897,331754,828,40443,2,0.996403,0.998195,22.928373,0.03556,0.03556,4,0.002804,0,0.999661
102,,,0.979953,325854,816,15617,2,0.98227,0.990975,12.994171,0.035239,0.035239,8,0.001207,0,0.990652
103,,,0.980599,322878,812,7579,2,0.977647,0.988568,11.321875,0.035078,0.035078,6,0.000686,0,0.986122
104,,,0.976511,329505,822,23963,2,0.989286,0.994585,14.247305,0.035437,0.035437,8,0.001755,0,0.996225
105,,,0.972714,328224,822,10904,2,0.989286,0.994585,44.860375,0.035368,0.035368,8,0.000916,0,0.994274
106,,,0.991454,304313,784,9032,2,0.946469,0.971721,4.095994,0.034054,0.034054,6,0.000776,0,0.957336
107,,,0.975637,329210,822,15895,2,0.989286,0.994585,16.027071,0.035422,0.035422,2,0.001224,0,0.995786
108,,,0.994823,290717,765,3077,2,0.926421,0.960289,2.244931,0.033286,0.033286,6,0.000388,0,0.935736
109,,,0.973864,330214,824,18892,2,0.991647,0.995788,17.822396,0.035476,0.035476,2,0.001416,0,0.997308
110,,,0.963911,331619,830,37565,2,0.998798,0.999398,59.248945,0.035552,0.035552,4,0.002623,0,0.999455
111,,,0.987059,315464,800,5193,2,0.964037,0.981348,6.189343,0.034673,0.034673,8,0.000528,0,0.97474
112,,,0.974036,328670,822,11263,2,0.989286,0.994585,22.008272,0.035392,0.035392,8,0.00093,0,0.99496
113,,,0.982784,314884,801,6499,2,0.965157,0.981949,35.859421,0.034642,0.034642,8,0.000619,0,0.973859
114,,,0.986231,320743,807,6450,2,0.97193,0.98556,6.667038,0.034961,0.034961,8,0.000614,0,0.982839
115,,,0.987659,266416,735,2294,2,0.89644,0.942238,16.125864,0.031866,0.031866,2,0.000341,0,0.895809
116,,,0.988447,303390,784,5819,2,0.946469,0.971721,7.081116,0.034004,0.034004,8,0.00057,0,0.955915
117,,,0.973847,330208,824,22244,2,0.991647,0.995788,21.011562,0.035476,0.035476,8,0.001648,0,0.997297
118,,,0.996793,242473,698,2263,2,0.862033,0.919976,1.089264,0.030431,0.030431,8,0.00033,0,0.855484
119,,,0.997719,184107,608,832,2,0.788425,0.865824,0.60938,0.026545,0.026545,8,0.000236,0,0.746223
120,,,0.985911,318258,804,6971,2,0.968531,0.983755,7.24093,0.034825,0.034825,6,0.000643,0,0.979004
121,,,0.972551,330570,825,21691,2,0.992832,0.99639,18.476603,0.035495,0.035495,1,0.001603,0,0.997855
122,,,0.970466,330662,826,27877,2,0.994019,0.996992,25.679852,0.035501,0.035501,2,0.002,0,0.998001
123,,,0.982619,324341,813,15372,2,0.978799,0.98917,9.401518,0.035157,0.035157,2,0.001186,0,0.988344
124,,,0.974681,330491,824,21122,2,0.991647,0.995788,15.945445,0.035491,0.035491,6,0.001568,0,0.997733
125,,,0.986096,315945,801,7870,2,0.965157,0.981949,7.246527,0.034697,0.034697,6,0.000705,0,0.975397
126,,,0.975749,330050,823,17638,2,0.990465,0.995187,15.069056,0.035467,0.035467,6,0.001346,0,0.997062
127,,,0.980714,323712,813,8192,2,0.978799,0.98917,11.745261,0.035123,0.035123,8,0.00073,0,0.987387
128,,,0.984436,317782,804,7675,2,0.968531,0.983755,10.113626,0.034799,0.034799,6,0.000691,0,0.978273
129,,,0.969776,330427,826,24534,2,0.994019,0.996992,48.493189,0.035487,0.035487,2,0.001794,0,0.997635
130,,,0.98415,319273,806,10511,2,0.970794,0.984958,8.864603,0.034881,0.034881,6,0.000874,0,0.98059
131,,,0.974918,329769,823,21631,2,0.990465,0.995187,16.232944,0.035452,0.035452,0,0.001598,0,0.996632
132,,,0.991545,309020,790,8123,2,0.952982,0.975331,3.843956,0.034316,0.034316,6,0.000715,0,0.964696
133,,,0.985831,303360,785,4056,2,0.947548,0.972323,7.037063,0.034001,0.034001,8,0.000451,0,0.955853
134,,,0.96897,331754,828,28586,2,0.996403,0.998195,22.928373,0.03556,0.03556,5,0.002056,0,0.999661
135,,,0.973266,330813,825,18801,2,0.992832,0.99639,17.543093,0.035509,0.035509,8,0.001426,0,0.998225
136,,,0.985056,321156,808,9883,2,0.973068,0.986161,8.548422,0.034984,0.034984,8,0.000838,0,0.983472
137,,,0.966967,331869,829,45539,2,0.997599,0.998797,29.216735,0.035566,0.035566,4,0.003123,0,0.999837
138,,,0.97721,329741,822,16521,2,0.989286,0.994585,13.422253,0.03545,0.03545,2,0.001267,0,0.996585
139,,,0.983995,324795,813,8062,2,0.978799,0.98917,7.96247,0.035182,0.035182,8,0.000721,0,0.989041
140,,,0.979463,325691,816,7914,2,0.98227,0.990975,11.596952,0.035231,0.035231,8,0.000707,0,0.990421
141,,,0.972813,330659,825,22460,2,0.992832,0.99639,21.825729,0.0355,0.0355,2,0.001651,0,0.997984
142,,,0.98494,321914,809,7049,2,0.974209,0.986763,7.996149,0.035025,0.035025,6,0.000647,0,0.984638
143,,,0.98381,324734,813,10614,2,0.978799,0.98917,8.201817,0.035178,0.035178,8,0.000885,0,0.988937
144,,,0.981306,322315,811,9784,2,0.976498,0.987966,10.644218,0.035048,0.035048,2,0.000825,0,0.985265
145,,,0.985632,322140,809,10435,2,0.974209,0.986763,7.506704,0.035037,0.035037,2,0.000866,0,0.984971
146,,,0.971655,331067,826,22313,2,0.994019,0.996992,20.040756,0.035522,0.035522,4,0.001634,0,0.998611
147,,,0.974056,330279,824,19790,2,0.991647,0.995788,16.781205,0.03548,0.03548,8,0.001483,0,0.99741
148,,,0.985096,310129,794,4164,2,0.957373,0.977738,7.542172,0.034378,0.034378,8,0.000463,0,0.966425
149,,,0.992777,294691,771,3329,2,0.93266,0.963899,3.397012,0.033514,0.033514,6,0.000404,0,0.94215
150,,,0.969682,331196,827,26047,2,0.99521,0.997593,26.20269,0.035529,0.035529,4,0.001878,0,0.998808
151,,,0.991317,298089,776,3889,2,0.937923,0.966907,4.427186,0.033706,0.033706,6,0.000439,0,0.947545
152,,,0.984091,319254,806,12503,2,0.970794,0.984958,8.634685,0.03488,0.03488,6,0.001001,0,0.980538
153,,,0.975208,329867,823,14244,2,0.990465,0.995187,16.498566,0.035457,0.035457,8,0.001127,0,0.996783
154,,,0.996716,188798,616,1100,2,0.794455,0.870638,1.297858,0.026831,0.026831,2,0.000257,0,0.754287
155,,,0.970275,330597,826,23841,2,0.994019,0.996992,47.031866,0.035497,0.035497,4,0.001739,0,0.997895
156,,,0.976366,329456,822,13402,2,0.989286,0.994585,14.377465,0.035435,0.035435,8,0.001077,0,0.996148
157,,,0.987415,314789,799,8411,2,0.96292,0.980746,6.261162,0.034633,0.034634,6,0.000734,0,0.973619
158,,,0.976101,330169,823,21721,2,0.990465,0.995187,14.373321,0.035474,0.035474,10,0.001597,0,0.997239
159,,,0.976783,329597,822,13147,2,0.989286,0.994585,13.908531,0.035443,0.035443,8,0.001055,0,0.996367
160,,,0.977531,328245,820,16941,2,0.986936,0.993381,17.978638,0.035369,0.035369,2,0.001291,0,0.994303
161,,,0.978437,327748,819,11423,2,0.985765,0.99278,12.647728,0.035342,0.035342,8,0.000945,0,0.993546
162,,,0.974484,330424,824,23259,2,0.991647,0.995788,16.300947,0.035487,0.035487,8,0.001709,0,0.997626
163,,,0.97968,327363,818,19709,2,0.984597,0.992178,12.168635,0.035321,0.035321,2,0.00147,0,0.992954
164,,,0.986486,321622,808,5857,2,0.973068,0.986161,6.485672,0.03501,0.03501,8,0.000578,0,0.984192
165,,,0.99727,49320,315,419,2,0.616927,0.689531,0.475975,0.013771,0.013771,4,0.000208,0,0.387126
166,,,0.988747,308929,791,3540,2,0.954076,0.975933,5.634799,0.034313,0.034313,6,0.000419,0,0.964608
167,,,0.98235,285572,763,4074,2,0.92436,0.959085,34.71147,0.032991,0.032991,8,0.000459,0,0.927442
168,,,0.97338,330852,825,26687,2,0.992832,0.99639,17.262453,0.035511,0.035511,5,0.001925,0,0.998281
169,,,0.982673,321173,809,10239,2,0.974209,0.986763,9.86324,0.034984,0.034984,8,0.000861,0,0.983462
170,,,0.972613,330591,825,22226,2,0.992832,0.99639,19.386712,0.035497,0.035497,6,0.001643,0,0.99789
171,,,0.991676,302829,782,5093,2,0.944318,0.970517,4.351443,0.033971,0.033971,6,0.000521,0,0.955001
172,,,0.986115,317532,803,4989,2,0.967404,0.983153,7.394547,0.034787,0.034787,8,0.000516,0,0.977923
173,,,0.980725,305648,790,3929,2,0.952982,0.975331,37.387535,0.034128,0.034128,2,0.000453,0,0.959425
174,,,0.972639,330600,825,31229,2,0.992832,0.99639,19.333631,0.035497,0.035497,4,0.002203,0,0.997902
175,,,0.981577,323997,813,9965,2,0.978799,0.98917,10.260528,0.035139,0.035139,6,0.000843,0,0.987823
176,,,0.995084,197161,630,1591,2,0.805233,0.879061,1.454558,0.02744,0.02744,6,0.000286,0,0.771402
177,,,0.987167,296841,776,3712,2,0.937923,0.966907,6.445528,0.033639,0.033639,2,0.000426,0,0.945667
178,,,0.972848,330671,825,21046,2,0.992832,0.99639,18.016531,0.035501,0.035501,8,0.001563,0,0.998006
179,,,0.979488,295292,777,6797,2,0.938983,0.967509,16.849448,0.033543,0.033543,8,0.000627,0,0.942977
180,,,0.983995,324795,813,8062,2,0.978799,0.98917,7.96247,0.035182,0.035182,8,0.000721,0,0.989041
181,,,0.97051,318769,811,11605,2,0.976498,0.987966,51.873868,0.034852,0.034852,2,0.000951,0,0.979781
182,,,0.984042,320031,807,6516,2,0.97193,0.98556,8.820293,0.034922,0.034922,8,0.000617,0,0.98173
183,,,0.973009,329924,824,20910,2,0.991647,0.995788,22.095491,0.03546,0.03546,1,0.001549,0,0.996867
184,,,0.971681,331076,826,34863,2,0.994019,0.996992,19.985815,0.035523,0.035523,4,0.00244,0,0.998623
185,,,0.982414,321883,810,10411,2,0.975352,0.987365,9.917619,0.035024,0.035024,8,0.000868,0,0.984587
186,,,0.972095,331217,826,27367,2,0.994019,0.996992,18.54866,0.03553,0.03553,4,0.00196,0,0.998838
187,,,0.986478,317649,803,4300,2,0.967404,0.983153,6.721777,0.034793,0.034793,8,0.000469,0,0.978112
188,,,0.981679,327229,817,14149,2,0.983432,0.991576,9.822978,0.035314,0.035314,2,0.001115,0,0.992745
189,,,0.977835,329149,821,15417,2,0.988109,0.993983,12.924657,0.035418,0.035418,8,0.001201,0,0.99568
190,,,0.992354,6619,116,149,2,0.537516,0.569795,0.108156,0.005028,0.005028,4,0.000191,0,0.141341
191,,,0.966114,331576,829,21208,2,0.997599,0.998797,40.282265,0.03555,0.03555,2,0.001582,0,0.999389
192,,,0.973606,329325,823,16347,2,0.990465,0.995187,17.391696,0.035428,0.035428,6,0.001261,0,0.995963
193,,,0.97668,329562,822,14984,2,0.989286,0.994585,14.004494,0.035441,0.035441,6,0.001174,0,0.996315
194,,,0.972695,330619,825,13686,2,0.992832,0.99639,18.385617,0.035498,0.035498,8,0.001093,0,0.997929
195,,,0.996033,285011,757,3542,2,0.918232,0.955475,1.710423,0.032963,0.032963,6,0.000416,0,0.926667
196,,,0.990147,316451,800,8244,2,0.964037,0.981348,4.466586,0.034727,0.034727,6,0.000728,0,0.976247
197,,,0.998528,268615,734,1946,2,0.895474,0.941637,0.556567,0.032008,0.032008,8,0.000313,0,0.899807
198,,,0.974525,329636,823,11248,2,0.990465,0.995187,16.715463,0.035445,0.035445,8,0.000938,0,0.99643
199,,,0.979171,327994,819,17193,2,0.985765,0.99278,12.103442,0.035356,0.035356,6,0.001313,0,0.99392
200,,,0.97879,328668,820,17638,2,0.986936,0.993381,12.330842,0.035392,0.035392,6,0.001347,0,0.994947
201,,,0.976257,330222,823,17264,2,0.990465,0.995187,14.015014,0.035476,0.035476,2,0.001312,0,0.997315
202,,,0.977475,329028,821,16207,2,0.988109,0.993983,13.641959,0.035412,0.035412,1,0.001249,0,0.995495
203,,,0.970388,331437,827,29501,2,0.99521,0.997593,21.288868,0.035542,0.035542,1,0.002111,0,0.999177
204,,,0.990996,291116,767,4893,2,0.928492,0.961492,9.3972,0.033313,0.033313,8,0.000506,0,0.93651
205,,,0.978123,328444,820,11105,2,0.986936,0.993381,12.406907,0.03538,0.03538,8,0.000921,0,0.994614
